ADDRESS,RD,INC_,TYPE_CODE,CALL_TYPE,LOC_CODE,CASE_NUMBER,TIME,DATE,DAY_FROM,DATE_FROM,TIME_FROM,DAY_TO,DATE_TO,TIME_TO,LOSS,DAMG,FID
4200 BLOCK OF KNOX ST,11,61009,8200,PHONE/COMP,80,B6-086525,2051,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,2051,THU,2016/09/15 00:00:00+00,2051,0,0,22642
4400 BLOCK OF CORNHUSKER HWY,114,23300,6202,LSL $50-199,36,B6-085269,1521,2016/09/13 00:00:00+00,TUE,2016/09/13 00:00:00+00,1508,TUE,2016/09/13 00:00:00+00,1518,56,0,22643
1700 BLOCK OF SUMNER ST,97,35222,0,SUSP PERS,3,B6-085770,422,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,415,THU,2016/09/15 00:00:00+00,422,0,0,22644
3500 BLOCK OF N 27TH ST,113,17100,9100,FRAUD,22,B6-084941,1502,2016/09/12 00:00:00+00,SUN,2016/08/28 00:00:00+00,1530,,,,0,0,22645
5100 BLOCK OF SAWGRASS DR,187,61000,8200,PHONE/COMP,80,B6-085636,1644,2016/09/14 00:00:00+00,WED,2016/09/14 00:00:00+00,1637,WED,2016/09/14 00:00:00+00,1644,0,0,22646
4300 BLOCK OF GREENWOOD ST,11,25211,9510,MS PERS JUV,80,B6-086029,1936,2016/09/15 00:00:00+00,,2016/09/15 00:00:00+00,1930,,,,0,0,22647
4400 BLOCK OF S 33RD CT,108,29100,9100,FRAUD,21,B6-085114,16,2016/09/13 00:00:00+00,SAT,2016/09/10 00:00:00+00,210,,,,0,0,22648
1800 BLOCK OF SW 30TH ST,159,23500,6303,LFA $1-49,80,B6-085991,1748,2016/09/15 00:00:00+00,WED,2016/09/14 00:00:00+00,2100,THU,2016/09/15 00:00:00+00,700,10,0,22649
3500 BLOCK OF N 63 ST,7,5000,4132,ASLT ODW,3,B6-085021,1855,2016/09/12 00:00:00+00,MON,2016/09/12 00:00:00+00,1632,MON,2016/09/12 00:00:00+00,1639,0,0,22650
5200 BLOCK OF CORNHUSKER HWY,114,29300,9100,FRAUD,86,B6-085577,1512,2016/09/14 00:00:00+00,WED,2016/09/14 00:00:00+00,1216,WED,2016/09/14 00:00:00+00,1217,0,0,22651
4400 BLOCK OF N 65TH ST,95,5000,4151,ASLT NO WEAP,80,B6-085750,152,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,23,,,,0,0,22652
4400 BLOCK OF S 33RD CT,108,29100,9100,FRAUD,21,B6-085115,16,2016/09/13 00:00:00+00,FRI,2016/09/02 00:00:00+00,349,,,,0,0,22653
1900 BLOCK OF FLETCHER AVE,131,23900,6901,LAR $200 +,37,B6-085830,1022,2016/09/15 00:00:00+00,WED,2016/09/14 00:00:00+00,1600,THU,2016/09/15 00:00:00+00,630,2000,0,22654
400 BLOCK OF SKYWAY RD,44,25211,9510,MS PERS JUV,80,B6-084764,36,2016/09/12 00:00:00+00,,2016/07/11 00:00:00+00,0,,,,0,0,22655
4700 BLOCK OF N 27TH ST,116,23300,6203,LSL $1-49,21,B6-085986,1756,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,1742,THU,2016/09/15 00:00:00+00,1747,17,0,22656
5400 BLOCK OF SEA MOUNTAIN RD,131,11200,9910,DEATH,80,B6-085492,1041,2016/09/14 00:00:00+00,TUE,2016/09/13 00:00:00+00,1630,WED,2016/09/14 00:00:00+00,1035,0,0,22657
4900 BLOCK OF WALKER AVE,9,9000,7500,CHILD A/N,84,B6-085861,1234,2016/09/15 00:00:00+00,TUE,2016/08/02 00:00:00+00,1,TUE,2016/08/02 00:00:00+00,200,0,0,22658
4600 BLOCK OF LEIGHTON AVE,11,23300,6203,LSL $1-49,17,B6-085230,1303,2016/09/13 00:00:00+00,TUE,2016/09/13 00:00:00+00,1300,,,,11,0,22659
1ST & CORNHUSKER HWY,134,12000,0,DISTURBNCE,10,B6-086046,2013,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,2000,THU,2016/09/15 00:00:00+00,2013,0,0,22660
400 BLOCK OF W GOURLEY ST,140,29510,9100,FRAUD,99,B6-085042,1945,2016/09/12 00:00:00+00,MON,2016/09/12 00:00:00+00,800,MON,2016/09/12 00:00:00+00,1945,0,0,22661
200 BLOCK OF DAWES AVE,134,24255,0,PROT.ORDER,81,B6-086070,2106,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,1955,THU,2016/09/15 00:00:00+00,2000,0,0,22662
4000 BLOCK OF S 49TH ST,106,42000,9443,VAND/VEH,96,B6-084928,1425,2016/09/12 00:00:00+00,SUN,2016/09/11 00:00:00+00,2230,MON,2016/09/12 00:00:00+00,1300,0,100,22663
5400 BLOCK OF W BENTON ST,145,13000,0,DISTURBNCE,80,B6-085687,2011,2016/09/14 00:00:00+00,WED,2016/09/14 00:00:00+00,1640,WED,2016/09/14 00:00:00+00,2011,0,0,22664
200 BLOCK OF O ST,90,29100,9100,FRAUD,31,B6-086055,2051,2016/09/15 00:00:00+00,MON,2016/09/12 00:00:00+00,1200,THU,2016/09/15 00:00:00+00,2051,0,0,22665
4800 BLOCK OF BENTON ST,9,54111,9800,LOST/STOLE,84,B6-085177,916,2016/09/13 00:00:00+00,MON,2016/09/12 00:00:00+00,800,MON,2016/09/12 00:00:00+00,2200,5,0,22666
4900 BLOCK OF WILSHIRE BLVD,38,6000,5113,BURG RU FE,84,B6-085961,1651,2016/09/15 00:00:00+00,THU,2016/08/25 00:00:00+00,1,FRI,2016/09/09 00:00:00+00,1500,290,0,22667
4300 BLOCK OF W MILTON ST,83,23500,6301,LFA $200 +,80,B6-084868,1122,2016/09/12 00:00:00+00,SAT,2016/09/10 00:00:00+00,1700,MON,2016/09/12 00:00:00+00,700,500,0,22668
5600 BLOCK OF KEARNEY AVE,5,25211,9510,MS PERS JUV,80,B6-085670,1914,2016/09/14 00:00:00+00,,2016/09/14 00:00:00+00,1914,,,,0,0,22669
200 BLOCK OF S 13TH ST,77,23500,6302,LFA $50-199,8,B6-085769,331,2016/09/15 00:00:00+00,WED,2016/09/14 00:00:00+00,2145,THU,2016/09/15 00:00:00+00,300,74,0,22670
4800 BLOCK OF LEIGHTON AVE,39,61000,8200,PHONE/COMP,80,B6-085335,1902,2016/09/13 00:00:00+00,SUN,2016/09/11 00:00:00+00,100,TUE,2016/09/13 00:00:00+00,1900,0,0,22671
500 BLOCK OF S 7TH ST,88,9000,7500,CHILD A/N,75,B6-085795,804,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,800,,,,0,0,22672
4400 BLOCK OF S 33RD CT,108,29100,9100,FRAUD,21,B6-085110,2349,2016/09/12 00:00:00+00,MON,2016/09/12 00:00:00+00,2340,MON,2016/09/12 00:00:00+00,2343,0,0,22673
5900 BLOCK OF LILLIBRIDGE ST,181,23500,6302,LFA $50-199,84,B6-085437,712,2016/09/14 00:00:00+00,TUE,2016/09/13 00:00:00+00,2030,WED,2016/09/14 00:00:00+00,710,150,0,22674
22ND & O,71,5100,4152,ASLT NO WEAP,3,B6-085745,18,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,5,THU,2016/09/15 00:00:00+00,15,0,0,22675
500 BLOCK OF S 10TH ST,83,12000,0,DISTURBNCE,99,B6-085227,1301,2016/09/13 00:00:00+00,MON,2016/08/01 00:00:00+00,1200,TUE,2016/09/13 00:00:00+00,1200,0,0,22676
5000 BLOCK OF N 15TH ST,131,42000,9400,VANDALISM,80,B6-086064,2112,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,2110,THU,2016/09/15 00:00:00+00,2112,0,10,22677
4500 BLOCK OF LEWIS AV,130,23400,6601,LFB $200 +,0,B6-E00378,1937,2016/09/12 00:00:00+00,,2016/09/07 00:00:00+00,800,,2016/09/07 00:00:00+00,300,250,0,22678
600 BLOCK OF CAPITOL AVE,68,25211,9510,MS PERS JUV,84,B6-085729,2306,2016/09/14 00:00:00+00,,2016/09/14 00:00:00+00,1900,,,,0,0,22679
2300 BLOCK OF HOLDREGE ST,13,6000,5113,BURG RU FE,80,B6-085852,1201,2016/09/15 00:00:00+00,WED,2016/09/07 00:00:00+00,800,FRI,2016/09/09 00:00:00+00,1159,2900,400,22680
5200 BLOCK OF CORNHUSKER HWY,114,27111,8600,NARCOTICS,86,B6-085192,1022,2016/09/13 00:00:00+00,TUE,2016/09/13 00:00:00+00,1022,,,,0,0,22681
5000 BLOCK OF N 27TH ST,116,9200,7500,CHILD A/N,17,B6-085867,1305,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,1300,,,,0,0,22682
4700 BLOCK OF W RAMSEY RD,150,42000,9400,VANDALISM,80,B6-085061,2043,2016/09/12 00:00:00+00,MON,2016/09/12 00:00:00+00,2000,MON,2016/09/12 00:00:00+00,2043,0,0,22683
600 BLOCK OF S 20TH ST,68,27111,8600,NARCOTICS,84,B6-085630,1648,2016/09/14 00:00:00+00,WED,2016/09/14 00:00:00+00,1648,,,,0,0,22684
2300 BLOCK OF S 16TH ST,95,42000,9443,VAND/VEH,97,B6-086002,1810,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,630,THU,2016/09/15 00:00:00+00,1800,0,150,22685
5200 BLOCK OF W PARTRIDGE LN,150,42000,9443,VAND/VEH,1,B6-085146,722,2016/09/13 00:00:00+00,MON,2016/09/12 00:00:00+00,1800,TUE,2016/09/13 00:00:00+00,722,0,25,22686
5100 BLOCK OF W VALE ST,145,42000,9400,VANDALISM,80,B6-086026,1933,2016/09/15 00:00:00+00,TUE,2016/09/13 00:00:00+00,615,THU,2016/09/15 00:00:00+00,1635,0,23,22687
4800 BLOCK OF J ST,54,42000,9400,VANDALISM,0,B6-E00374,819,2016/09/12 00:00:00+00,,2016/09/10 00:00:00+00,1800,,2016/09/11 00:00:00+00,800,0,25,22688
600 BLOCK OF S 20TH ST,68,5300,4242,ASLT PO/N WP,84,B6-085628,1656,2016/09/14 00:00:00+00,WED,2016/09/14 00:00:00+00,1640,,,,0,0,22689
2300 BLOCK OF S 16TH ST,95,5300,4242,ASLT PO/N WP,97,B6-085918,1530,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,1500,THU,2016/09/15 00:00:00+00,1513,0,0,22690
5400 BLOCK OF W BENTON ST,145,5100,4152,ASLT NO WEAP,80,B6-085311,1730,2016/09/13 00:00:00+00,TUE,2016/09/13 00:00:00+00,1710,TUE,2016/09/13 00:00:00+00,1720,0,10,22691
5200 BLOCK OF CAMERON CT ST,48,23500,6301,LFA $200 +,80,B6-E00383,636,2016/09/15 00:00:00+00,,2016/09/14 00:00:00+00,2100,,,500,240,0,22692
500 BLOCK OF S 42ND ST,56,42000,9400,VANDALISM,0,B6-E00377,1458,2016/09/12 00:00:00+00,,2016/08/27 00:00:00+00,2245,,2016/08/27 00:00:00+00,2300,0,300,22693
600 BLOCK OF W A ST,154,12000,0,DISTURBNCE,36,B6-085680,1946,2016/09/14 00:00:00+00,TUE,2016/09/13 00:00:00+00,2005,TUE,2016/09/13 00:00:00+00,2006,0,0,22694
6000 BLOCK OF HAVELOCK AVE,5,42200,9400,VANDALISM,28,B6-085591,1544,2016/09/14 00:00:00+00,TUE,2016/09/13 00:00:00+00,1700,WED,2016/09/14 00:00:00+00,730,0,350,22695
6100 BLOCK OF HAVELOCK AVE,5,42000,9400,VANDALISM,17,B6-085487,1020,2016/09/14 00:00:00+00,TUE,2016/09/13 00:00:00+00,1830,WED,2016/09/14 00:00:00+00,900,0,500,22696
6100 BLOCK OF HAVELOCK AVE,5,42000,9400,VANDALISM,34,B6-085496,1054,2016/09/14 00:00:00+00,WED,2016/08/31 00:00:00+00,1830,WED,2016/09/07 00:00:00+00,900,0,400,22697
6100 BLOCK OF O ST,47,23400,6603,LFB $1-49,17,B6-085592,1547,2016/09/14 00:00:00+00,TUE,2016/09/13 00:00:00+00,1100,TUE,2016/09/13 00:00:00+00,1500,48,0,22698
6100 BLOCK OF VINE ST,37,23500,6303,LFA $1-49,84,B6-085624,1653,2016/09/14 00:00:00+00,SUN,2016/09/11 00:00:00+00,2100,MON,2016/09/12 00:00:00+00,800,15,0,22699
6400 BLOCK OF COLBY ST,40,61000,8200,PHONE/COMP,75,B6-085431,556,2016/09/14 00:00:00+00,WED,2016/09/14 00:00:00+00,500,WED,2016/09/14 00:00:00+00,556,0,0,22700
6500 BLOCK OF COLBY ST,40,6000,5113,BURG RU FE,80,B6-085453,834,2016/09/14 00:00:00+00,SUN,2016/09/11 00:00:00+00,1730,TUE,2016/09/13 00:00:00+00,630,0,200,22701
6700 BLOCK OF FRANCIS ST,43,29300,9100,FRAUD,80,B6-085456,848,2016/09/14 00:00:00+00,THU,2016/09/08 00:00:00+00,UNK,,,,0,0,22702
6900 BLOCK OF S 90TH ST,186,42000,9443,VAND/VEH,80,B6-085555,1423,2016/09/14 00:00:00+00,TUE,2016/09/13 00:00:00+00,1600,WED,2016/09/14 00:00:00+00,700,0,50,22703
700 BLOCK OF N 58TH ST,36,23500,6301,LFA $200 +,80,B6-085655,1832,2016/09/14 00:00:00+00,TUE,2016/09/13 00:00:00+00,1300,WED,2016/09/14 00:00:00+00,1830,490,0,22704
700 BLOCK OF W LEON DR,140,24000,0,MISC OTHER,80,B6-085515,1136,2016/09/14 00:00:00+00,SUN,2016/06/12 00:00:00+00,1,,,,0,0,22705
7100 BLOCK OF ADAMS ST,41,23600,6403,LAA $1-49,84,B6-085510,1143,2016/09/14 00:00:00+00,TUE,2016/09/13 00:00:00+00,2000,WED,2016/09/14 00:00:00+00,600,21,0,22706
800 BLOCK OF S 29TH ST,564,40222,0,SP SERVICE,83,B6-085560,1424,2016/09/14 00:00:00+00,WED,2016/09/14 00:00:00+00,1,WED,2016/09/14 00:00:00+00,1400,0,0,22707
800 BLOCK OF S 8TH ST,87,27222,8600,NARCOTICS,88,B6-085572,1520,2016/09/14 00:00:00+00,TUE,2016/09/13 00:00:00+00,700,TUE,2016/09/13 00:00:00+00,1800,0,0,22708
800 BLOCK OF S 8TH ST,87,27000,8600,NARCOTICS,89,B6-085609,1617,2016/09/14 00:00:00+00,WED,2016/09/14 00:00:00+00,700,WED,2016/09/14 00:00:00+00,1336,0,0,22709
800 BLOCK OF W BURNHAM ST,168,27111,8600,NARCOTICS,90,B6-085528,1254,2016/09/14 00:00:00+00,WED,2016/09/14 00:00:00+00,800,WED,2016/09/14 00:00:00+00,1000,0,0,22710
8200 BLOCK OF CHENEY RIDGE RD,185,23500,6303,LFA $1-49,84,B6-085441,729,2016/09/14 00:00:00+00,TUE,2016/09/13 00:00:00+00,2330,WED,2016/09/14 00:00:00+00,715,47,0,22711
900 BLOCK OF E ST,86,6000,5111,BURG RD FE,80,B6-085647,1732,2016/09/14 00:00:00+00,WED,2016/09/14 00:00:00+00,850,WED,2016/09/14 00:00:00+00,1730,4800,30,22712
900 BLOCK OF S 14TH ST,85,5100,4152,ASLT NO WEAP,82,B6-085698,2106,2016/09/14 00:00:00+00,WED,2016/09/14 00:00:00+00,2030,WED,2016/09/14 00:00:00+00,2100,0,0,22713
JEFFERSON & SOUTH,599,12000,0,DISTURBNCE,1,B6-085691,2026,2016/09/14 00:00:00+00,WED,2016/09/14 00:00:00+00,800,WED,2016/09/14 00:00:00+00,815,0,0,22714
100 BLOCK OF N 14TH ST,78,37000,3401,ROB NO WEAP,3,B6-086118,2043,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,2020,THU,2016/09/15 00:00:00+00,2042,0,0,22715
2300 BLOCK OF S CANTERBURY ST,163,12000,0,DISTURBNCE,1,B6-086037,2055,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,1930,,,,0,0,22716
5500 BLOCK OF N 19TH ST,131,37000,3105,ROB GUN,80,B6-085765,323,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,320,THU,2016/09/15 00:00:00+00,323,61,10,22717
5400 BLOCK OF W KINGSLY ST,145,29300,9100,FRAUD,80,B6-085329,1831,2016/09/13 00:00:00+00,WED,2016/09/07 00:00:00+00,700,TUE,2016/09/13 00:00:00+00,1831,0,0,22718
2300 BLOCK OF W LAGUNA RD,157,23500,6301,LFA $200 +,1,B6-085802,731,2016/09/15 00:00:00+00,WED,2016/09/14 00:00:00+00,1945,THU,2016/09/15 00:00:00+00,731,1000,0,22719
56TH & HILLS DALE,37,5100,4152,ASLT NO WEAP,1,B6-085858,1225,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,1200,THU,2016/09/15 00:00:00+00,1225,0,0,22720
5500 BLOCK OF N 19TH ST,131,41000,7100,AT CAR,1,B6-085179,922,2016/09/13 00:00:00+00,MON,2016/09/12 00:00:00+00,2230,TUE,2016/09/13 00:00:00+00,900,7000,0,22721
2400 BLOCK OF S 14TH ST,95,24166,0,PROP DAM,80,B6-085943,1537,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,1500,THU,2016/09/15 00:00:00+00,1505,0,100,22722
5000 BLOCK OF FREMONT ST,10,27111,8600,NARCOTICS,1,B6-084784,256,2016/09/12 00:00:00+00,MON,2016/09/12 00:00:00+00,256,,,,0,0,22723
5800 BLOCK OF O ST,52,42000,9443,VAND/VEH,95,B6-085892,1414,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,1400,THU,2016/09/15 00:00:00+00,1414,0,350,22724
5800 BLOCK OF N 33RD ST,116,25111,9500,MS PERS,90,B6-085249,1439,2016/09/13 00:00:00+00,,2016/09/13 00:00:00+00,1400,,,,0,0,22725
2400 BLOCK OF S 14TH ST,34,5100,4152,ASLT NO WEAP,80,B6-085984,1753,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,1515,THU,2016/09/15 00:00:00+00,1530,0,0,22726
5100 BLOCK OF W SUPERIOR,145,42000,9443,VAND/VEH,1,B6-084821,748,2016/09/12 00:00:00+00,SUN,2016/09/11 00:00:00+00,2000,MON,2016/09/12 00:00:00+00,700,0,800,22727
5900 BLOCK OF HAVELOCK AV,5,23800,6502,LSB $50-199,0,B6-E00384,2249,2016/09/15 00:00:00+00,,2016/09/15 00:00:00+00,2200,,,0,150,0,22728
600 BLOCK OF W A ST,154,51000,9211,EMBEZZLEMENT,36,B6-085180,929,2016/09/13 00:00:00+00,WED,2016/08/10 00:00:00+00,603,SUN,2016/09/04 00:00:00+00,647,0,0,22729
2400 BLOCK OF W Q ST,149,9700,7500,CHILD A/N,82,B6-085888,1405,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,900,THU,2016/09/15 00:00:00+00,1400,0,0,22730
5200 BLOCK OF COOPER AVE,106,6000,5113,BURG RU FE,80,B6-084767,100,2016/09/12 00:00:00+00,SUN,2016/09/11 00:00:00+00,830,SUN,2016/09/11 00:00:00+00,2100,10,0,22731
600 BLOCK OF W DAWES AVE,136,24255,0,PROT.ORDER,88,B6-086004,1833,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,800,THU,2016/09/15 00:00:00+00,1600,0,0,22732
6100 BLOCK OF NW 2ND CIR,140,24244,0,TRESPASS,84,B6-085737,5,2016/09/15 00:00:00+00,WED,2016/09/14 00:00:00+00,2357,,,,0,0,22733
6200 BLOCK OF LEIGHTON AVE,8,13000,0,DISTURBNCE,80,B6-085846,1126,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,700,,,,0,0,22734
6400 BLOCK OF BENTON ST,7,9600,7500,CHILD A/N,80,B6-086054,2048,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,2030,THU,2016/09/15 00:00:00+00,2048,0,0,22735
700 BLOCK OF N ST,89,42000,9400,VANDALISM,8,B6-086057,2054,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,2040,THU,2016/09/15 00:00:00+00,2043,0,1000,22736
700 BLOCK OF RESEARCH DR,139,23400,6602,LFB $50-199,35,B6-E00382,142,2016/09/15 00:00:00+00,,2016/09/13 00:00:00+00,600,,2016/09/14 00:00:00+00,1900,81,0,22737
7000 BLOCK OF S 14TH ST,165,27111,8600,NARCOTICS,90,B6-085886,1348,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,1348,,,,0,0,22738
7200 BLOCK OF THURSTON ST,2,5000,4152,ASLT NO WEAP,80,B6-085997,1810,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,1700,THU,2016/09/15 00:00:00+00,1810,0,0,22739
7600 BLOCK OF FREMONT ST,41,23500,6302,LFA $50-199,10,B6-085876,1328,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,1230,THU,2016/09/15 00:00:00+00,1320,164,275,22740
800 BLOCK OF EL AVADO AVE,38,5100,4152,ASLT NO WEAP,80,B6-085753,213,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,200,,,,0,0,22741
800 BLOCK OF S 29TH ST,564,6000,5133,BURG RU ATT,83,B6-086036,1954,2016/09/15 00:00:00+00,MON,2016/09/12 00:00:00+00,2345,TUE,2016/09/13 00:00:00+00,900,0,100,22742
8200 BLOCK OF SUNRIDGE CIR,44,25111,0,MS PERS,80,B6-085749,143,2016/09/15 00:00:00+00,WED,2016/09/14 00:00:00+00,1200,THU,2016/09/15 00:00:00+00,140,0,0,22743
8700 BLOCK OF ANDERMATT DR,200,23300,6203,LSL $1-49,17,B6-085944,1342,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,1108,THU,2016/09/15 00:00:00+00,1132,45,0,22744
8700 BLOCK OF S 28TH ST,275,23300,6202,LSL $50-199,17,B6-085902,1447,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,1415,THU,2016/09/15 00:00:00+00,1447,108,0,22745
900 BLOCK OF HOLLYWOOD AVE,38,35222,0,SUSP PERS,80,B6-085946,1612,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,1500,THU,2016/09/15 00:00:00+00,1515,0,0,22746
ANTELOPE VALLEY & P,72,42100,9400,VANDALISM,77,B6-085827,951,2016/09/15 00:00:00+00,WED,2016/09/14 00:00:00+00,1200,THU,2016/09/15 00:00:00+00,930,0,200,22747
HWY 34 & FALLBROOK BLVD,140,42000,9443,VAND/VEH,1,B6-086090,2242,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,2130,THU,2016/09/15 00:00:00+00,2145,0,1,22748
NW 9TH & W NANCE,136,23500,6301,LFA $200 +,1,B6-085811,909,2016/09/15 00:00:00+00,WED,2016/09/14 00:00:00+00,1700,THU,2016/09/15 00:00:00+00,700,762,0,22749
100 BLOCK OF GASLIGHT CIR,137,25211,9510,MS PERS JUV,81,B6-086533,2157,2016/09/16 00:00:00+00,,2016/09/16 00:00:00+00,1600,,,,0,0,22750
1000 BLOCK OF M ST,76,23500,6302,LFA $50-199,8,B6-086227,955,2016/09/16 00:00:00+00,THU,2016/09/15 00:00:00+00,2000,FRI,2016/09/16 00:00:00+00,830,130,0,22751
1000 BLOCK OF N ST,76,24000,0,MISC OTHER,28,B6-086216,940,2016/09/16 00:00:00+00,FRI,2016/09/16 00:00:00+00,930,,,,0,0,22752
2500 BLOCK OF N 67TH ST,42,12000,0,DISTURBNCE,89,B6-085882,1347,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,1340,THU,2016/09/15 00:00:00+00,1347,0,0,22753
5300 BLOCK OF S 53RD ST,107,5100,4152,ASLT NO WEAP,80,B6-085046,1952,2016/09/12 00:00:00+00,MON,2016/09/12 00:00:00+00,1951,MON,2016/09/12 00:00:00+00,1952,0,300,22754
2500 BLOCK OF O ST,71,61000,8200,PHONE/COMP,24,B6-085922,1515,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,1400,THU,2016/09/15 00:00:00+00,1500,0,0,22755
5800 BLOCK OF N 33 ST,116,42000,9443,VAND/VEH,90,B6-085000,1744,2016/09/12 00:00:00+00,MON,2016/09/12 00:00:00+00,1305,MON,2016/09/12 00:00:00+00,1500,0,250,22756
2600 BLOCK OF ANTELOPE CIR,104,23800,6501,LSB $200 +,80,B6-085987,1749,2016/09/15 00:00:00+00,TUE,2016/09/13 00:00:00+00,800,THU,2016/09/15 00:00:00+00,1745,650,0,22757
5900 BLOCK OF S 56 ST,184,23500,6301,LFA $200 +,0,B6-E00376,1423,2016/09/12 00:00:00+00,,2016/09/12 00:00:00+00,1230,,2016/09/12 00:00:00+00,1330,616,0,22758
6100 BLOCK OF NW 2ND CIR,140,41000,7100,AT CAR,84,B6-085145,709,2016/09/13 00:00:00+00,MON,2016/09/12 00:00:00+00,1700,TUE,2016/09/13 00:00:00+00,700,539,0,22759
2600 BLOCK OF N 63RD ST,8,27111,8600,NARCOTICS,1,B6-085860,1214,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,1210,,,,0,0,22760
6000 BLOCK OF MERIDIAN DR,117,25111,9500,MS PERS,84,B6-084909,1331,2016/09/12 00:00:00+00,,2016/09/12 00:00:00+00,1200,,,,0,0,22761
6300 BLOCK OF HAVELOCK AVE,4,42200,9400,VANDALISM,97,B6-085208,1151,2016/09/13 00:00:00+00,MON,2016/09/12 00:00:00+00,1800,TUE,2016/09/13 00:00:00+00,700,0,600,22762
2600 BLOCK OF S 48TH ST,105,23300,6201,LSL $200 +,17,B6-085907,1501,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,1445,THU,2016/09/15 00:00:00+00,1500,343,0,22763
6000 BLOCK OF PLATTE AVE,5,6000,5113,BURG RU FE,80,B6-084792,613,2016/09/12 00:00:00+00,MON,2016/09/12 00:00:00+00,550,MON,2016/09/12 00:00:00+00,610,200,0,22764
6700 BLOCK OF S 14TH ST,165,9100,7500,CHILD A/N,57,B6-085305,1702,2016/09/13 00:00:00+00,TUE,2016/09/13 00:00:00+00,1615,TUE,2016/09/13 00:00:00+00,1645,0,0,22765
2600 BLOCK OF TICONDEROGA DR,131,23310,6903,LAR $1-49,36,B6-086075,2144,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,2135,THU,2016/09/15 00:00:00+00,2138,35,0,22766
6100 BLOCK OF S 58TH ST,184,23500,6302,LFA $50-199,35,B6-084921,1343,2016/09/12 00:00:00+00,MON,2016/09/12 00:00:00+00,1330,MON,2016/09/12 00:00:00+00,1340,55,200,22767
6800 BLOCK OF WALKER AVE,42,25211,9510,MS PERS JUV,80,B6-085320,1823,2016/09/13 00:00:00+00,,2016/09/13 00:00:00+00,1800,,,,0,0,22768
2800 BLOCK OF BRUMMOND DR,175,24244,0,TRESPASS,80,B6-085893,1431,2016/09/15 00:00:00+00,THU,2016/09/15 00:00:00+00,930,THU,2016/09/15 00:00:00+00,1300,0,0,22769
6100 BLOCK OF S 58TH ST,184,23500,6302,LFA $50-199,35,B6-084931,1431,2016/09/12 00:00:00+00,MON,2016/09/12 00:00:00+00,1330,MON,2016/09/12 00:00:00+00,1340,60,0,22770
6500 BLOCK OF BENTON ST,7,42000,9400,VANDALISM,80,B6-084977,1632,2016/09/12 00:00:00+00,MON,2016/09/12 00:00:00+00,1625,MON,2016/09/12 00:00:00+00,1632,0,5,22771
6500 BLOCK OF BENTON ST,7,9000,7500,CHILD A/N,80,B6-085020,1853,2016/09/12 00:00:00+00,MON,2016/09/12 00:00:00+00,1625,MON,2016/09/12 00:00:00+00,1639,0,0,22772
6500 BLOCK OF VINE ST NE ST,46,23500,6301,LFA $200 +,10,B6-084896,1246,2016/09/12 00:00:00+00,TUE,2006/09/12 00:00:00+00,1200,MON,2016/09/12 00:00:00+00,1220,211,0,22773
6800 BLOCK OF N 27TH ST,131,12000,0,DISTURBNCE,36,B6-084900,1253,2016/09/12 00:00:00+00,SAT,2016/09/03 00:00:00+00,900,SAT,2016/09/03 00:00:00+00,1000,0,0,22774
